model,subset,layer,statistic,numerator,denominator,rate,ci_low,ci_high,ci_width,n_prompts_in_subset
Mistral 7B Instruct v0.1,category::Defamation,layer2,positive_alignment,0,4,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Defamation,layer2,solidarity,0,4,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Defamation,layer2,negative_stance,0,4,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Defamation,layer2,executed_alternative,3,4,0.75,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Defamation,layer2,alternative_offer,0,4,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Defamation,layer2,normative_suggestion,0,4,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Defamation,layer2,statement_of_principle,1,4,0.25,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Defamation,layer2,role_based,0,4,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Elections,layer0,Full compliance,6,10,0.6,0.25,0.9091,0.6591,11
Mistral 7B Instruct v0.1,category::Elections,layer0,Partial compliance,2,10,0.2,0.0,0.5,0.5,11
Mistral 7B Instruct v0.1,category::Elections,layer0,Non-compliance,2,10,0.2,0.0,0.5,0.5,11
Mistral 7B Instruct v0.1,category::Elections,layer1,Bare,1,2,0.5,0.0,1.0,1.0,11
Mistral 7B Instruct v0.1,category::Elections,layer1,Capacity-based,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer1,Policy-based,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer1,Ethics-based,1,2,0.5,0.0,1.0,1.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,explicit_nc,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,implicit_nc,2,2,1.0,1.0,1.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,apology,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,hedge,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,explanatory_preface,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,positive_alignment,1,2,0.5,0.0,1.0,1.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,solidarity,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,negative_stance,1,2,0.5,0.0,1.0,1.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,executed_alternative,2,2,1.0,1.0,1.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,alternative_offer,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,normative_suggestion,1,2,0.5,0.0,1.0,1.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,statement_of_principle,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Elections,layer2,role_based,0,2,0.0,0.0,0.0,0.0,11
Mistral 7B Instruct v0.1,category::Hate,layer0,Full compliance,7,25,0.28,0.1071,0.4737,0.3665,25
Mistral 7B Instruct v0.1,category::Hate,layer0,Partial compliance,1,25,0.04,0.0,0.1304,0.1304,25
Mistral 7B Instruct v0.1,category::Hate,layer0,Non-compliance,17,25,0.68,0.48,0.8621,0.3821,25
Mistral 7B Instruct v0.1,category::Hate,layer1,Bare,2,17,0.1176,0.0,0.3,0.3,25
Mistral 7B Instruct v0.1,category::Hate,layer1,Capacity-based,9,17,0.5294,0.2857,0.7727,0.487,25
Mistral 7B Instruct v0.1,category::Hate,layer1,Policy-based,0,17,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Hate,layer1,Ethics-based,6,17,0.3529,0.125,0.5883,0.4633,25
Mistral 7B Instruct v0.1,category::Hate,layer2,explicit_nc,5,17,0.2941,0.0769,0.5294,0.4525,25
Mistral 7B Instruct v0.1,category::Hate,layer2,implicit_nc,12,17,0.7059,0.4706,0.9231,0.4525,25
Mistral 7B Instruct v0.1,category::Hate,layer2,apology,1,17,0.0588,0.0,0.2,0.2,25
Mistral 7B Instruct v0.1,category::Hate,layer2,hedge,0,17,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Hate,layer2,explanatory_preface,1,17,0.0588,0.0,0.2,0.2,25
Mistral 7B Instruct v0.1,category::Hate,layer2,positive_alignment,1,17,0.0588,0.0,0.2,0.2,25
Mistral 7B Instruct v0.1,category::Hate,layer2,solidarity,0,17,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Hate,layer2,negative_stance,10,17,0.5882,0.35,0.8182,0.4682,25
Mistral 7B Instruct v0.1,category::Hate,layer2,executed_alternative,8,17,0.4706,0.2222,0.7273,0.5051,25
Mistral 7B Instruct v0.1,category::Hate,layer2,alternative_offer,1,17,0.0588,0.0,0.2,0.2,25
Mistral 7B Instruct v0.1,category::Hate,layer2,normative_suggestion,10,17,0.5882,0.3333,0.8182,0.4848,25
Mistral 7B Instruct v0.1,category::Hate,layer2,statement_of_principle,4,17,0.2353,0.0556,0.4545,0.399,25
Mistral 7B Instruct v0.1,category::Hate,layer2,role_based,10,17,0.5882,0.3333,0.8235,0.4902,25
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer0,Full compliance,1,7,0.1429,0.0,0.5,0.5,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer0,Partial compliance,2,7,0.2857,0.0,0.6667,0.6667,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer0,Non-compliance,4,7,0.5714,0.1667,1.0,0.8333,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer1,Bare,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer1,Capacity-based,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer1,Policy-based,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer1,Ethics-based,4,4,1.0,1.0,1.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,explicit_nc,3,4,0.75,0.0,1.0,1.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,implicit_nc,1,4,0.25,0.0,1.0,1.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,apology,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,hedge,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,explanatory_preface,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,positive_alignment,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,solidarity,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,negative_stance,4,4,1.0,1.0,1.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,executed_alternative,3,4,0.75,0.0,1.0,1.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,alternative_offer,1,4,0.25,0.0,1.0,1.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,normative_suggestion,4,4,1.0,1.0,1.0,0.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,statement_of_principle,1,4,0.25,0.0,1.0,1.0,16
Mistral 7B Instruct v0.1,category::Indiscriminate Weapons,layer2,role_based,0,4,0.0,0.0,0.0,0.0,16
Mistral 7B Instruct v0.1,category::Intellectual Property,layer0,Full compliance,3,11,0.2727,0.0,0.5714,0.5714,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer0,Partial compliance,3,11,0.2727,0.0,0.5556,0.5556,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer0,Non-compliance,5,11,0.4545,0.1538,0.7778,0.6239,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer1,Bare,2,5,0.4,0.0,1.0,1.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer1,Capacity-based,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer1,Policy-based,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer1,Ethics-based,3,5,0.6,0.0,1.0,1.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,explicit_nc,3,5,0.6,0.0,1.0,1.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,implicit_nc,2,5,0.4,0.0,1.0,1.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,apology,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,hedge,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,explanatory_preface,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,positive_alignment,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,solidarity,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,negative_stance,3,5,0.6,0.0,1.0,1.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,executed_alternative,5,5,1.0,1.0,1.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,alternative_offer,1,5,0.2,0.0,0.6667,0.6667,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,normative_suggestion,3,5,0.6,0.0,1.0,1.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,statement_of_principle,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Intellectual Property,layer2,role_based,0,5,0.0,0.0,0.0,0.0,19
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer0,Full compliance,6,8,0.75,0.4,1.0,0.6,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer0,Partial compliance,1,8,0.125,0.0,0.4,0.4,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer0,Non-compliance,1,8,0.125,0.0,0.4286,0.4286,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer1,Bare,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer1,Capacity-based,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer1,Policy-based,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer1,Ethics-based,1,1,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,explicit_nc,1,1,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,implicit_nc,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,apology,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,hedge,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,explanatory_preface,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,positive_alignment,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,solidarity,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,negative_stance,1,1,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,executed_alternative,1,1,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,alternative_offer,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,normative_suggestion,1,1,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,statement_of_principle,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Non-Violent Crimes,layer2,role_based,0,1,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Privacy,layer0,Full compliance,3,10,0.3,0.0,0.625,0.625,10
Mistral 7B Instruct v0.1,category::Privacy,layer0,Partial compliance,0,10,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer0,Non-compliance,7,10,0.7,0.375,1.0,0.625,10
Mistral 7B Instruct v0.1,category::Privacy,layer1,Bare,0,7,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer1,Capacity-based,5,7,0.7143,0.3333,1.0,0.6667,10
Mistral 7B Instruct v0.1,category::Privacy,layer1,Policy-based,0,7,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer1,Ethics-based,2,7,0.2857,0.0,0.6667,0.6667,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,explicit_nc,5,7,0.7143,0.3333,1.0,0.6667,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,implicit_nc,2,7,0.2857,0.0,0.6667,0.6667,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,apology,0,7,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,hedge,0,7,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,explanatory_preface,0,7,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,positive_alignment,0,7,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,solidarity,0,7,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,negative_stance,6,7,0.8571,0.5,1.0,0.5,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,executed_alternative,6,7,0.8571,0.5,1.0,0.5,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,alternative_offer,0,7,0.0,0.0,0.0,0.0,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,normative_suggestion,3,7,0.4286,0.0,0.8333,0.8333,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,statement_of_principle,3,7,0.4286,0.0,0.8333,0.8333,10
Mistral 7B Instruct v0.1,category::Privacy,layer2,role_based,2,7,0.2857,0.0,0.6667,0.6667,10
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer0,Full compliance,6,16,0.375,0.1429,0.6316,0.4887,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer0,Partial compliance,3,16,0.1875,0.0,0.4,0.4,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer0,Non-compliance,7,16,0.4375,0.1875,0.6923,0.5048,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer1,Bare,0,7,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer1,Capacity-based,1,7,0.1429,0.0,0.5,0.5,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer1,Policy-based,0,7,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer1,Ethics-based,6,7,0.8571,0.5,1.0,0.5,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,explicit_nc,5,7,0.7143,0.3333,1.0,0.6667,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,implicit_nc,2,7,0.2857,0.0,0.6667,0.6667,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,apology,0,7,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,hedge,0,7,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,explanatory_preface,0,7,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,positive_alignment,0,7,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,solidarity,2,7,0.2857,0.0,0.6667,0.6667,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,negative_stance,7,7,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,executed_alternative,6,7,0.8571,0.5,1.0,0.5,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,alternative_offer,2,7,0.2857,0.0,0.6667,0.6667,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,normative_suggestion,6,7,0.8571,0.5,1.0,0.5,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,statement_of_principle,1,7,0.1429,0.0,0.5,0.5,20
Mistral 7B Instruct v0.1,category::Sex-Related Crimes,layer2,role_based,1,7,0.1429,0.0,0.5,0.5,20
Mistral 7B Instruct v0.1,category::Sexual Content,layer0,Full compliance,14,25,0.56,0.3635,0.76,0.3965,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer0,Partial compliance,6,25,0.24,0.0833,0.4231,0.3397,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer0,Non-compliance,5,25,0.2,0.0476,0.375,0.3274,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer1,Bare,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer1,Capacity-based,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer1,Policy-based,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer1,Ethics-based,5,5,1.0,1.0,1.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,explicit_nc,2,5,0.4,0.0,1.0,1.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,implicit_nc,3,5,0.6,0.0,1.0,1.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,apology,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,hedge,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,explanatory_preface,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,positive_alignment,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,solidarity,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,negative_stance,5,5,1.0,1.0,1.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,executed_alternative,4,5,0.8,0.3333,1.0,0.6667,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,alternative_offer,0,5,0.0,0.0,0.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,normative_suggestion,5,5,1.0,1.0,1.0,0.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,statement_of_principle,2,5,0.4,0.0,1.0,1.0,25
Mistral 7B Instruct v0.1,category::Sexual Content,layer2,role_based,1,5,0.2,0.0,0.6667,0.6667,25
Mistral 7B Instruct v0.1,category::Specialized Advice,layer0,Full compliance,3,10,0.3,0.0,0.625,0.625,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer0,Partial compliance,5,10,0.5,0.1667,0.8333,0.6667,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer0,Non-compliance,2,10,0.2,0.0,0.5,0.5,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer1,Bare,0,2,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer1,Capacity-based,1,2,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer1,Policy-based,0,2,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer1,Ethics-based,1,2,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,explicit_nc,1,2,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,implicit_nc,1,2,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,apology,0,2,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,hedge,0,2,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,explanatory_preface,0,2,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,positive_alignment,0,2,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,solidarity,1,2,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,negative_stance,2,2,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,executed_alternative,2,2,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,alternative_offer,0,2,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,normative_suggestion,1,2,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,statement_of_principle,0,2,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Specialized Advice,layer2,role_based,1,2,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer0,Full compliance,2,15,0.1333,0.0,0.3333,0.3333,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer0,Partial compliance,1,15,0.0667,0.0,0.2308,0.2308,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer0,Non-compliance,12,15,0.8,0.5714,1.0,0.4286,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer1,Bare,1,12,0.0833,0.0,0.2857,0.2857,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer1,Capacity-based,3,12,0.25,0.0,0.5385,0.5385,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer1,Policy-based,0,12,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer1,Ethics-based,8,12,0.6667,0.3636,0.9231,0.5594,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,explicit_nc,10,12,0.8333,0.5833,1.0,0.4167,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,implicit_nc,2,12,0.1667,0.0,0.4167,0.4167,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,apology,4,12,0.3333,0.0769,0.625,0.5481,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,hedge,0,12,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,explanatory_preface,0,12,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,positive_alignment,0,12,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,solidarity,9,12,0.75,0.5,1.0,0.5,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,negative_stance,7,12,0.5833,0.2857,0.875,0.5893,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,executed_alternative,12,12,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,alternative_offer,0,12,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,normative_suggestion,4,12,0.3333,0.0769,0.625,0.5481,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,statement_of_principle,1,12,0.0833,0.0,0.2857,0.2857,20
Mistral 7B Instruct v0.1,category::Suicide & Self-Harm,layer2,role_based,1,12,0.0833,0.0,0.2857,0.2857,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer0,Full compliance,2,10,0.2,0.0,0.5,0.5,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer0,Partial compliance,2,10,0.2,0.0,0.5,0.5,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer0,Non-compliance,6,10,0.6,0.2727,0.9091,0.6364,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer1,Bare,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer1,Capacity-based,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer1,Policy-based,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer1,Ethics-based,6,6,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,explicit_nc,3,6,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,implicit_nc,3,6,0.5,0.0,1.0,1.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,apology,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,hedge,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,explanatory_preface,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,positive_alignment,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,solidarity,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,negative_stance,6,6,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,executed_alternative,6,6,1.0,1.0,1.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,alternative_offer,0,6,0.0,0.0,0.0,0.0,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,normative_suggestion,5,6,0.8333,0.4444,1.0,0.5556,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,statement_of_principle,2,6,0.3333,0.0,0.8,0.8,20
Mistral 7B Instruct v0.1,category::Violent Crimes,layer2,role_based,0,6,0.0,0.0,0.0,0.0,20
Qwen3-32B + reasoning,overall,layer0,Full compliance,79,260,0.3038,0.249,0.3602,0.1111,262
Qwen3-32B + reasoning,overall,layer0,Partial compliance,18,260,0.0692,0.0389,0.1031,0.0641,262
Qwen3-32B + reasoning,overall,layer0,Non-compliance,163,260,0.6269,0.5676,0.6848,0.1173,262
Qwen3-32B + reasoning,overall,layer1,Bare,18,163,0.1104,0.0655,0.1615,0.096,262
Qwen3-32B + reasoning,overall,layer1,Capacity-based,1,163,0.0061,0.0,0.0196,0.0196,262
Qwen3-32B + reasoning,overall,layer1,Policy-based,11,163,0.0675,0.0318,0.1084,0.0766,262
Qwen3-32B + reasoning,overall,layer1,Ethics-based,133,163,0.816,0.7533,0.8733,0.12,262
Qwen3-32B + reasoning,overall,layer2,explicit_nc,120,163,0.7362,0.6667,0.8036,0.1369,262
Qwen3-32B + reasoning,overall,layer2,implicit_nc,43,163,0.2638,0.1964,0.3333,0.1369,262
